provider,asn,operator,country_count,country_examples,observed_records_bucket,prefix_count,avg_confidence,data_origin
Sentinel dVPN,216382,LAYER,1,United Arab Emirates,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,24768,ALMOUROLTEC,1,Portugal,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,24971,MASTER-AS Czech Republic  www.master.cz,1,Czechia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,26832,RICAWEBSERVICES,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,270013,J AND J SPA INFOFRACTAL,1,Chile,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,27879,Informatica y Telecomunicaciones S.A.,1,Argentina,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,29447,TIF-AS Iliad Italia S.p.A,1,France,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,30722,VODAFONE-IT-ASN,1,Italy,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,3215,France Telecom - Orange,1,France,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,32613,IWEB-AS,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,328364,Host-Africa-AS,1,South Africa,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,33576,DIG001,1,Jamaica,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,33915,TNF-AS,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,36530,FUTURE-LAIN,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,37153,xneelo,1,South Africa,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,39347,SELL-AS Orasul Navodari - Primaria Navodari,1,Romania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,401665,HOSTBILBY,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,40994,"ALWYZON Alwyzon, a trading name of Hohl IT e.U.",1,Austria,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,41608,NEXTGENWEBS-NL,1,Spain,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,42655,BESTHOSTING-AS,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,44382,WHITELABEL,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,44709,CLOUDWEBMANAGE-,1,Israel,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,44803,WEBDOCK-AS,1,Denmark,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,44925,THE-1984-AS,1,Iceland,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,46844,SHARKTECH,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,47447,TTM,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,4760,HKTIMS-AP HKT Limited,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,48031,XSERVERCLOUD,1,Ukraine,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,48314,IP-PROJECTS,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,49770,INTERNETPORT-AS,1,Sweden,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,50613,THORDC-AS,1,Iceland,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,51202,NUXOA,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,52423,Data Miners S.A.  Racknation.cr,1,Costa Rica,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,5410,BOUYGTEL-ISP,1,France,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,5607,BSKYB-BROADBAND-AS,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,5617,TPNET,1,Poland,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,57043,HOSTKEY-AS,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,57717,FBX-AS,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,62425,KUZEYDC,1,Türkiye,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,62563,AS-GLOBALTELEHOST,1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,63023,AS-GLOBALTELEHOST,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,701,UUNET,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,7018,ATT-INTERNET4,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,7489,HOSTUS-GLOBAL-AS HostUS,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,8251,NFX_ZSPO,1,Czechia,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,8434,TELENOR-SE Telenor Sverige AB,1,Sweden,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,8708,RCS-RDS 73-75 Dr. Staicovici,1,Romania,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,9038,BAT-AS9038,1,Jordan,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,9269,HKBN-AS-AP Hong Kong Broadband Network Ltd.,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,9790,TWO-DEGREES-AS-AP Two Degrees Networks Limited,1,New Zealand,lt-50,1,95.0,VPN-Infrastructure-Atlas
Sentinel dVPN,9931,"CAT-AP The Communication Authoity of Thailand, CAT",1,Thailand,lt-50,1,95.0,VPN-Infrastructure-Atlas
SlickVPN,10297,ENET-2,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
SlickVPN,23470,RELIABLESITE,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
SlickVPN,33083,AXCELX-NET,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
SlickVPN,33387,NOCIX,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
SlickVPN,40156,THEOPT-HOU,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
SlickVPN,46261,QUICKPACKET,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
SlickVPN,57169,EDIS-AS-EU,1,Austria,lt-50,1,88.0,VPN-Infrastructure-Atlas
SlickVPN,63949,AKAMAI-LINODE-AP Akamai Connected Cloud,1,Singapore,lt-50,1,88.0,VPN-Infrastructure-Atlas
SlickVPN,6428,CDM,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
SmartVPN,12876,Online SAS,1,France,lt-50,1,88.0,VPN-Infrastructure-Atlas
SmartVPN,29691,NINE,1,Switzerland,lt-50,1,88.0,VPN-Infrastructure-Atlas
SmartVPN,39020,COMVIVE-AS Seville - Spain,1,Spain,lt-50,1,88.0,VPN-Infrastructure-Atlas
SmartVPN,42708,GLESYS glesys.com,1,Sweden,lt-50,1,88.0,VPN-Infrastructure-Atlas
SmartVPN,48894,OPTIMUS-AS,1,Slovenia,lt-50,1,88.0,VPN-Infrastructure-Atlas
SmartVPN,61102,INTERHOST,1,Israel,lt-50,1,88.0,VPN-Infrastructure-Atlas
Smartdnsproxy,20860,IOMART-AS,1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,212238,CDNEXT,1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,30736,ASERGO-AS,1,Denmark,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,32489,AMANAHA-NEW,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,34989,SERVETHEWORLD-AS,1,Norway,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,40676,AS40676 - Psychz Networks,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,42708,GLESYS glesys.com,1,Sweden,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,47521,IPHOST .GR IpDomain,1,Greece,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,49334,SH-COM-,1,Türkiye,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,49367,ASSEFLOW,1,Italy,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,51852,PLI-AS,1,Panama,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,57169,EDIS-AS-EU,1,Austria,lt-50,1,78.0,VPN-Infrastructure-Atlas
Smartdnsproxy,6364,ATLANTIC-NET-1,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
SotaVPN,42532,VEESP-LV-AS,1,Latvia,lt-50,1,95.0,VPN-Infrastructure-Atlas
SotaVPN,60404,LITESERVER,1,Netherlands,lt-50,1,95.0,VPN-Infrastructure-Atlas
StrongVPN,396356,LATITUDE-SH,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
StrongVPN,46562,PERFORMIVE,1,United States,lt-50,1,80.0,VPN-Infrastructure-Atlas
StrongVPN,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,1,80.0,VPN-Infrastructure-Atlas
Surfshark,20278,NEXEON,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Surfshark,36352,AS-COLOCROSSING,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
Surfshark,396356,LATITUDE-SH,1,Mexico,lt-50,1,95.0,VPN-Infrastructure-Atlas
Surfshark,45382,EHOSTIDC-AS-KR Hostcenter,1,South Korea,lt-50,1,95.0,VPN-Infrastructure-Atlas
SwitchVPN,138199,TRANSATEL1-AS-AP Transatel,1,Singapore,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,15547,NETPLUS,1,Switzerland,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,16276,OVH,1,France,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,203020,HOSTROYALE,1,India,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,24806,"INTERNET-CZ Ktis 2, 384 03 Ktis",1,Czechia,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,36352,AS-COLOCROSSING,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,42160,LCPDCO LCP AS dc oostkamp,1,Belgium,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,42237,W1N,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,45382,EHOSTIDC-AS-KR Hostcenter,1,South Korea,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,50304,BLIX,1,Norway,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,53755,IOFLOOD,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,55720,GIGABIT-MY Gigabit Hosting Sdn Bhd,1,Malaysia,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,57169,EDIS-AS-EU,1,Austria,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,61317,ASDETUK www.heficed.com,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
SwitchVPN,7979,SERVERS-COM,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
Trust.Zone,133480,INT-5GN-AS-AP 5G NETWORK OPERATIONS PTY LTD,1,Australia,lt-50,1,70.0,VPN-Infrastructure-Atlas
Trust.Zone,14061,DIGITALOCEAN-ASN,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
Trust.Zone,197155,ARTNET,1,Poland,lt-50,1,70.0,VPN-Infrastructure-Atlas
Trust.Zone,197706,"KEMINET A datacenter located in TiranaAlbania. Webhosting, Dedicated Servers, VPS, IPv4IPv6 leasing",1,Albania,lt-50,1,70.0,VPN-Infrastructure-Atlas
Trust.Zone,206264,AMARUTU-TECHNOLOGY,1,Seychelles,lt-50,1,70.0,VPN-Infrastructure-Atlas
Trust.Zone,206446,CLOUDLEASE,1,Israel,lt-50,1,70.0,VPN-Infrastructure-Atlas
Trust.Zone,3236,SERVER server.ua,1,Ukraine,lt-50,1,70.0,VPN-Infrastructure-Atlas
Trust.Zone,42926,RADORE,1,Türkiye,lt-50,1,70.0,VPN-Infrastructure-Atlas
Trust.Zone,50979,ITL-LV,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
Trust.Zone,61317,ASDETUK www.heficed.com,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
Trust.Zone,6698,VIRTUALSYSTEMS,1,Ukraine,lt-50,1,70.0,VPN-Infrastructure-Atlas
TunnelBear,136258,"ONEPROVIDER-AS BrainStorm Network, Inc",1,Canada,lt-50,1,95.0,VPN-Infrastructure-Atlas
TunnelBear,49367,ASSEFLOW,1,Italy,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN Gate,10066,GAYANET-AS-KR LG HelloVision Corp.,1,South Korea,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,11232,MIDCO-NET,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,12389,ROSTELECOM-AS PJSC Rostelecom. Technical Team,1,Russia,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,1257,TELE2,1,European Union,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,131267,UNITEL-LA Star Telecom,1,Laos,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,17506,UCOM ARTERIA Networks Corporation,1,Japan,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,17511,OPTAGE OPTAGE Inc.,1,Japan,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,17583,KCNNET-AS-KR Keumgang Cable Network,1,South Korea,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,17858,POWERVIS-AS-KR LG POWERCOMM,1,South Korea,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,17864,SKB-TBROAD_HANVIT-AS-KR SK Broadband Co Ltd,1,South Korea,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,23578,SKB-NAMDONGNET-AS-KR SK Broadband Co Ltd,1,South Korea,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,23778,"CANET IMIZU CABLE NETWORK CO.,LTD.",1,Japan,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,23969,TOT-NET TOT Public Company Limited,1,Thailand,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,2497,IIJ Internet Initiative Japan Inc.,1,Japan,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,38673,KCTVNET-AS-KR Korea Cable TV Kwangju Broadcasting,1,South Korea,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,38680,CMBHK-AS-KR CMB,1,South Korea,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,41349,MVMTECH-AS,1,Russia,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,59478,IPSERVICE-AS,1,Ukraine,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,7552,VIETEL-AS-AP Viettel Group,1,Vietnam,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,8749,"REDCOM-AS Redcom, Khabarovsk, Russia",1,Russia,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,9009,M247,1,Romania,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Gate,9605,"DOCOMO NTT DOCOMO, INC.",1,Japan,lt-50,1,78.0,VPN-Infrastructure-Atlas
VPN Jantit,12876,Online SAS,1,France,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,202422,GHOST,1,Luxembourg,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,203576,INTERNETBILISIM,1,Türkiye,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,207569,I-SERVERS-NORTH-EU to AS51765 announce AS207569,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,21100,ITLDC-EU,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,216475,NKTELECOM,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,328364,Host-Africa-AS,1,South Africa,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,329184,Host-Africa-AS2,1,South Africa,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,36352,AS-COLOCROSSING,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd.",1,China,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,41111,AS-GEOHOSTING,1,Romania,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,42474,IL,1,Estonia,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,49683,MASSIVEGRID,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,53667,PONYNET,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,56322,SERVERASTRA-AS,1,Hungary,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,56380,AS-ITFRUIT,1,Moldova,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,59364,VHOST-HOLDINGS-SG vHost Holdings Pte Ltd,1,Singapore,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,59711,HZ-EU-AS,1,Bulgaria,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,62212,AS62212,1,Estonia,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,8254,ROUTE95,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Jantit,9335,CAT-CLOUD-AP CAT Telecom Public Company Limited,1,Thailand,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPN Unlimited,174,COGENT-174,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,27323,SERVERSTADIUM,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,37153,xneelo,1,South Africa,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,48031,XSERVERCLOUD,1,Ukraine,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN Unlimited,7203,LEASEWEB-USA-SFO,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPN.ac,0,,1,Italy,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,13213,UK2NET-AS,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,16125,CHERRYSERVERS1-AS,1,Lithuania,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,205544,LEASEWEB-UK-LON-11,1,United Kingdom,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,24768,ALMOUROLTEC,1,Portugal,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,30083,AS-30083-US-VELIA-NET,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,30475,WEHOSTWEBSITES-COM,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,34989,SERVETHEWORLD-AS,1,Norway,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,51852,PLI-AS,1,Panama,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPN.ac,61317,ASDETUK www.heficed.com,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPNObratno,34533,ESAMARA-AS,1,Russia,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNObratno,41843,ERTH-OMSK-AS,1,Russia,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNObratno,48327,RAY-AS,1,Russia,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNObratno,59815,TRINITY-AS,1,Russia,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNSecure,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,Hong Kong,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNSecure,199404,WHG-IN,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNSecure,210329,CLOUDWEBMANAGE-UK-1,1,United States,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNSecure,215089,FASTPANDA,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNSecure,44709,CLOUDWEBMANAGE-,1,Israel,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNSecure,59615,SERVERUM-AS,1,Latvia,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNSecure,60800,NHL-AS1,1,United Kingdom,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNSecure,8473,BAHNHOF,1,Sweden,lt-50,1,88.0,VPN-Infrastructure-Atlas
VPNUK,0,,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPNUK,133752,LEASEWEB-APAC-HKG-10 LEASEWEB HONG KONG LIMITED,1,Hong Kong,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPNUK,206991,IXIR,1,Türkiye,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPNUK,21130,IOMART-IE,1,United Kingdom,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPNUK,24961,MYLOC-AS IP Backbone of WIIT AG formerly myLoc managed IT AG,1,Germany,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPNUK,28753,LEASEWEB-DE-FRA-10,1,Germany,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPNUK,29802,HVC-AS,1,United States,lt-50,1,70.0,VPN-Infrastructure-Atlas
VPNUK,30900,WEBWORLD-AS ta Web World Ireland,1,Ireland,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPNUK,32097,WII,1,United States,lt-50,1,95.0,VPN-Infrastructure-Atlas
VPNUK,39020,COMVIVE-AS Seville - Spain,1,Spain,lt-50,1,70.0,VPN-Infrastructure-Atlas
Vpnfacile,41000,FREETHOUGHT-AS,1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Vpnfacile,5650,FRONTIER-FRTR,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Vpnht,30736,ASERGO-AS,1,Denmark,lt-50,1,78.0,VPN-Infrastructure-Atlas
Vpnht,45382,EHOSTIDC-AS-KR Hostcenter,1,South Korea,lt-50,1,78.0,VPN-Infrastructure-Atlas
Vpnht,4694,IDCF IDC Frontier Inc.,1,Japan,lt-50,1,78.0,VPN-Infrastructure-Atlas
Vpnht,49870,AS49870-BV,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Vpnht,50867,ORG-LVA15-AS,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Vpnht,60781,LEASEWEB-NL-AMS-01 Netherlands,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Vpnht,61138,ZAPPIE-HOST-AS Zappie Host,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
WorldVPN,26383,ASNET,1,Romania,lt-50,1,88.0,VPN-Infrastructure-Atlas
WorldVPN,53363,TANGRAM-CANADA-INC,1,Canada,lt-50,1,88.0,VPN-Infrastructure-Atlas
Zoogvpn,11831,ESECUREDATA,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,12297,TELECOM-ARMENIA Telecom Armenia AS,1,Armenia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,12876,Online SAS,1,France,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,133950,HOOPLAHOSTING-AS-AP Hoopla Hosting Limited,1,New Zealand,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,140787,LAMA-AS-VN LAM A ARCHITECTURE CONSTRUCTION COMPANY LIMITED,1,Vietnam,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,154177,LIGHT4-AS-AP LIGHT NODE LIMITED,1,Hong Kong,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,197450,SUNUCUN,1,Türkiye,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,202759,FAIRYHOSTING,1,Estonia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,20473,AS-VULTR,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,207569,I-SERVERS-NORTH-EU to AS51765 announce AS207569,1,United Kingdom,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,211971,GOODHOSTKZ Goodhost.KZ - Hosting provider of Kazakhstan. Dedicated and VDSVPS hosting,1,Kazakhstan,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,212336,BYTEVIRTLLC,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,23679,NUSANET-AS-ID PT. Media Antar Nusa,1,Indonesia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,262287,Latitude.sh LTDA,1,Brazil,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,35758,HQSERV_NETWORKS,1,Israel,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,37153,xneelo,1,South Africa,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,396356,LATITUDE-SH,1,United States,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,43289,TRABIA,1,Moldova,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,43350,NFORCE,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,44133,IPAX-AS,1,Austria,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,47810,PROSERVICE,1,Georgia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,49367,ASSEFLOW,1,Italy,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,51765,CREANOVA-AS Oy Creanova Hosting Solutions Ltd.,1,Finland,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,55286,SERVER-MANIA,1,Canada,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,56067,METRABYTE-TH 453 Ladplacout Jorakhaebua,1,Thailand,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,56322,SERVERASTRA-AS,1,Hungary,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,58061,SCALAXY-AS,1,Latvia,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,60404,LITESERVER,1,Netherlands,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,61102,INTERHOST,1,Israel,lt-50,1,78.0,VPN-Infrastructure-Atlas
Zoogvpn,61272,IST-AS,1,Lithuania,lt-50,1,78.0,VPN-Infrastructure-Atlas
